Base_period_dates, Base_period_tmin, Base_period_tmax, Base_period_prec
NA, 13.6, 20.5, 5.2
NA, 8.8, 15.8, 0
NA, 9, 17, 5
NA, 7.5, 20.1, 0
NA, 9.9, 23.5, 0
NA, 13.1, 25.4, 0
NA, 17.3, 24.6, 0
NA, 11.4, 22.6, 0
NA, 14.2, 23, 0
NA, 12.3, 20.6, 0
NA, 9.4, 20.3, 0
NA, 11.8, 19.9, 0
NA, 10.1, 20.7, 0
NA, 9.3, 25.5, 0
NA, 14.3, 28.7, 0
NA, 16.4, 18.3, 0
NA, 13.2, 22.3, 0
NA, 10.6, 24.2, 0
NA, 13.4, 21, 0.8
NA, 10.1, 16.3, 3.6
NA, 9.4, 21.3, 0
NA, 14.2, 25.2, 0
NA, 11.2, 23, 0
NA, 10.3, 24.5, 0
NA, 13.1, 18.4, 1
NA, 10.1, 23, 0
NA, 12.2, 20.8, 0
NA, 10.8, 25.2, 0
NA, 14.6, 28, 0
NA, 13.5, 25.6, 0
NA, 14, 26.2, 0
NA, 14.7, 34.2, 0
NA, 13.2, 24.4, 0
NA, 12.5, 19.7, 0
NA, 12.5, 22, 0
NA, 12.5, 23.3, 0
NA, 13.9, 29.3, 0
NA, 18.6, 23.7, 0
NA, 14.3, 28.2, 0
NA, 17.1, 22.7, 0
NA, 15, 19.3, 0
NA, 14.9, 20.3, 0.2
NA, 14, 25.5, 0
NA, 18.5, 26.7, 0.6
NA, 12, 19.4, 0.8
NA, 11.3, 20.2, 0
NA, 14, 19.8, 1.4
NA, 12.2, 20.8, 0
NA, 16, 24, 0.2
NA, 16.1, 24.6, 1
NA, 14.4, 21.1, 0
NA, 16.4, 21.4, 0
NA, 13.5, 23.2, 0
NA, 15.5, 20.7, 0
NA, 16.7, 21.8, 0
NA, 17.5, 23, 0
NA, 17, 23.3, 5.4
NA, 16.7, 20.9, 5.4
NA, 16.8, 22.3, 0
NA, 16.8, 22.6, 0
NA, 14.3, 17.6, 7.6
NA, 13.7, 19.4, 9.8
NA, 15.7, 21, 0
NA, 16.3, 26.6, 0
NA, 16.7, 22.5, 0
NA, 12, 21.7, 0
NA, 13.4, 25.8, 0
NA, 14.8, 25, 0
NA, 13.3, 25.6, 0
NA, 13.8, 23.9, 0
NA, 16.4, 20, 0
NA, 10.2, 18.7, 0
NA, 14.4, 28.6, 0
NA, 16.6, 27.7, 0
NA, 16.8, 22.2, 0
NA, 14.8, 18.6, 0
NA, 13.7, 17.4, 6.8
NA, 11.9, 20.3, 52.8
NA, 12.5, 21.6, 0
NA, 15, 27.2, 0
NA, 18.2, 26.3, 0
NA, 18.8, 38.1, 0
NA, 17.3, 22.2, 0
NA, 18, 24.6, 0
NA, 19.3, 28.4, 0
NA, 20.7, 39.2, 0
NA, 21.4, 27.8, 0
NA, 16.2, 21.9, 0
NA, 16.8, 23.6, 0
NA, 16.7, 21.2, 0
NA, 14.6, 20.5, 0
NA, 15.6, 22.4, 0
NA, 14.8, 20.1, 0
NA, 12.6, 24.5, 0
NA, 17.6, 38.5, 0
NA, 19.7, 27.6, 0
NA, 18.8, 31, 0.8
NA, 18, 23.2, 0
NA, 17.9, 22.5, 0.2
NA, 19.2, 23.8, 0
NA, 21.5, 34.4, 0
NA, 19, 24.6, 0.2
NA, 17.8, 22.2, 0.4
NA, 18.2, 24.4, 4.4
NA, 19.3, 24, 0
NA, 18.3, 24.6, 28
NA, 19.3, 24.5, 0
NA, 17.3, 25.7, 0
NA, 19.2, 29.8, 0
NA, 21.4, 30.2, 0
NA, 19.5, 30.2, 0
NA, 20.6, 30.8, 3
NA, 18.5, 28.6, 0
NA, 20.1, 25.9, 0
NA, 15.5, 25.8, 0.4
NA, 14.8, 21.3, 0
NA, 14.9, 22.3, 0
NA, 16.9, 27.5, 0
NA, 18.7, 32.7, 0
NA, 20.4, 28.4, 0
NA, 20.8, 26.5, 0
NA, 18.8, 25.8, 0
NA, 20.6, 26, 0
NA, 20.1, 26.5, 0
NA, 20.5, 27.2, 0
NA, 20, 25.2, 0
NA, 20.7, 26.2, 0
NA, 18.2, 21.1, 31.2
NA, 17.5, 25.1, 13.4
NA, 17.8, 26.8, 0
NA, 21.2, 26.7, 0
NA, 21.8, 27.7, 0
NA, 20.9, 26.1, 0
NA, 19.8, 23.3, 0
NA, 19.2, 26.6, 4
NA, 21.4, 25.7, 2.2
NA, 20.2, 25.6, 16
NA, 21.4, 26, 0
NA, 20.6, 28.2, 0
NA, 21.6, 27.4, 0
NA, 18.8, 23.4, 1.8
NA, 19.6, 24.3, 2.6
NA, 16.7, 25.7, 0
NA, 17.1, 25.5, 0
NA, 19.7, 26.4, 0
NA, 20.5, 25.4, 2
NA, 19.5, 26.4, 0
NA, 21.8, 28.2, 0
NA, 20.9, 25.2, 0.4
NA, 21.4, 28.4, 1.6
NA, 21.8, 26.8, 15.8
NA, 19.5, 23.8, 1
NA, 20.2, 26.6, 1.4
NA, 22.6, 28.1, 1.6
NA, 22.5, 28.1, 1.4
NA, 22.1, 31.4, 0
NA, 22.4, 27.6, 0
NA, 21.7, 23.1, 1
NA, 18.5, 23.6, 2.6
NA, 19.5, 27.4, 3.2
NA, 21.6, 26.2, 0.2
NA, 20, 26.3, 7.2
NA, 19.6, 26.4, 2.6
NA, 21.2, 27.7, 0
NA, 22.7, 28.4, 0
NA, 21.2, 26, 24.4
NA, 19.5, 22.5, 20.4
NA, 19.7, 28.8, 36.8
NA, 21.4, 34, 0
NA, 22.8, 27.9, 0
NA, 21, 22.3, 3
NA, 19.8, 23.8, 15.2
NA, 18.6, 25.4, 24.4
NA, 21.2, 27.6, 0
NA, 23, 27.7, 0.2
NA, 23.9, 29.5, 1
NA, 22.9, 29.4, 0
NA, 23.2, 27.1, 0
NA, 19.8, 21.2, 35.2
NA, 19.1, 21.6, 8.4
NA, 19.5, 22.3, 10
NA, 19.9, 23.5, 8.8
NA, 17.8, 24.7, 8.8
NA, 17.8, 25.6, 0
NA, 18.2, 25.5, 0
NA, 17.9, 25.7, 0
NA, 18.6, 26, 0.2
NA, 17.5, 24.7, 0
NA, 17.1, 25.1, 0
NA, 20.3, 26.9, 0
NA, 21.6, 28.7, 25.8
NA, 18.6, 27.2, 0
NA, 19.5, 24.6, 0.2
NA, 18.7, 22.2, 7
NA, 16.4, 24, 0.8
NA, 15.5, 23.9, 0
NA, 18.8, 31, 0
NA, 18.5, 24.4, 0
NA, 16.5, 24.3, 0
NA, 19.9, 24.4, 0
NA, 18.4, 29.7, 0
NA, 14.7, 25.4, 0
NA, 14.6, 23.4, 0
NA, 17.2, 24.2, 0
NA, 17.7, 26.4, 0
NA, 18.1, 25.3, 0
NA, 19, 26, 0
NA, 18.4, 35.4, 0
NA, 19.8, 22, 0
NA, 18.5, 24, 0.8
NA, 19.2, 24.8, 0
NA, 17, 25.2, 0
NA, 19.6, 23, 0
NA, 19, 23.2, 0.6
NA, 16.6, 24, 0
NA, 16.5, 23.3, 0
NA, 17.3, 24.6, 0
NA, 17.7, 25, 0
NA, 19.2, 23.8, 7.6
NA, 19.3, 24.4, 0.6
NA, 18.5, 25.5, 2.6
NA, 19.8, 24, 6.2
NA, 18.8, 22.7, 42.4
NA, 19, 24.9, 34
NA, 19.9, 25.1, 0
NA, 18.8, 21.7, 32.4
NA, 18.8, 23.3, 0
NA, 17.4, 25.9, 0
NA, 19.6, 22, 0
NA, 16, 21.5, 0
NA, 15, 22.6, 0
NA, 13.5, 26.3, 0
NA, 16.4, 23.3, 0
NA, 13.8, 24, 0
NA, 15, 29.3, 0
NA, 15, 24, 0
NA, 14.6, 24.2, 0
NA, 15.4, 26.9, 0
NA, 14.6, 25, 0
NA, 15.2, 23.3, 0
NA, 15, 24.7, 0
NA, 15.5, 25.7, 0
NA, 17.4, 29.3, 0
NA, 17.6, 23.7, 0
NA, 16.2, 20.7, 0
NA, 13.3, 25.3, 0
NA, 16.5, 21.7, 0
NA, 11.7, 19.6, 0
NA, 13.8, 19.5, 0.4
NA, 12.6, 21.9, 0.4
NA, 12.8, 21.7, 0.2
NA, 13.4, 23.7, 0
NA, 16, 20.8, 2.8
NA, 12.5, 21.8, 3
NA, 12, 23.2, 0
NA, 13.1, 20.3, 0.8
NA, 12.2, 21.9, 1
NA, 12.1, 22, 0
NA, 9.5, 18.9, 0
NA, 10.2, 20.7, 0
NA, 10.7, 19, 0
NA, 10.4, 20.2, 0
NA, 11.1, 21.6, 0
NA, 11.2, 21.8, 0
NA, 11.6, 19.4, 0
NA, 12.6, 21.1, 0
NA, NA, NA, 10
NA, 9.9, 14.7, 1.8
NA, 10.8, 16.6, 2.2
NA, 11.6, 18.4, 0
NA, 15.2, 18.2, 9.6
NA, 15.5, 18.3, 24.6
NA, 14.4, 17.1, 20.8
NA, 14.5, 20.5, 13.6
NA, 12, 17.2, 0
NA, 11.6, 20.1, 0.2
NA, 13.3, 21.4, 0
NA, 14.9, 19.7, 0
NA, 13.5, 21.7, 0
NA, 14.6, 18, 0
NA, 13.4, 20.8, 10.6
NA, 13.1, 18.3, 0
NA, 13.6, 18.2, 0
NA, 10.7, 18.8, 0
NA, 9.7, 14.8, 0
NA, 9.6, 13.7, 0
NA, 10.4, 15.6, 17.2
NA, 8, 16.4, 0.4
NA, 7.4, 17.4, 0
NA, 9.4, 14.3, 0.2
NA, 10.3, 17.5, 0.8
NA, 10.7, 17.6, 0
NA, 9, 19.1, 0
NA, 10.2, 18.4, 0
NA, 10, 17.5, 0
NA, 9.4, 15.5, 0
NA, 6.2, 16.7, 0
NA, 6.3, 17.3, 0
NA, 7.2, 15.2, 0
NA, 8.5, 14.8, 13.4
NA, 10.3, 16.3, 17.4
NA, 8.6, 18.8, 0.4
NA, 9.3, 16.4, 0
NA, 7.4, 13.9, 0
NA, 9.3, 15.7, 0
NA, 11.2, 18.2, 0
NA, 12.5, 18.9, 0
NA, 10.1, 19.2, 0
NA, 9.4, 20.4, 0
NA, 7.1, 19.3, 0
NA, 9.8, 22.2, 0
NA, 11.8, 19.2, 0
NA, 10.6, 17, 0
NA, 11.3, 15.9, 0
NA, 9, 16.3, 0.2
NA, 7.5, 17, 0
NA, 9.1, 16.2, 0
NA, 7.9, 17.4, 0
NA, 7.8, 14.4, 0
NA, 6, 14.4, 0
NA, 4.2, 15.2, 0
NA, 6, 15.9, 0
NA, 4.3, 14.7, 0
NA, 7.4, 16.1, 0
NA, 6.5, 18.8, 0
NA, 7.2, 19.2, 0
NA, 6.9, 17.8, 0
NA, 8.9, 15.2, 9.2
NA, 7.3, 16.4, 0.2
NA, 8.1, 18.7, 0
NA, 14.6, 16.5, 0
NA, 12.2, 19.1, 8.2
NA, 7.8, 18.8, 0
NA, 9.4, 18.2, 0
NA, 8.7, 18.3, 3.4
NA, 8.4, 17.5, 0
NA, 7.8, 17.8, 0
NA, 8, 14, 0
NA, 8.8, 15.2, 16.8
NA, 7.1, 17.2, 0
NA, 6.9, 16.3, 0
NA, 5.5, 17, 0
NA, 6, 16.5, 0
NA, 8.2, 13.9, 0.4
NA, 10.5, 20.3, 2
NA, 11.6, 17.9, 0
NA, 9.2, 18.4, 0
NA, 8.6, 15.8, 0
NA, 7.6, 16.8, 0
NA, 7.8, 15.6, 0
NA, 9, 16.4, 0
NA, 8.1, 16, 0
NA, 6.4, 16, 0
NA, 9.2, 21.2, 0
NA, 8.6, 19, 0
NA, 10.7, 18.3, 0
NA, 7.7, 20.8, 0
NA, 11.2, 22.5, 0
NA, 12.2, 18.3, 0
NA, 12.5, 19.1, 0
NA, 12.7, 20.8, 0
NA, 13.3, 17.1, 0.8
NA, 10.4, 17.9, 0
NA, 11, 16, 0
NA, 5.5, 17.3, 0
NA, 8.2, 15.6, 0
NA, 8.2, 18.3, 0
NA, 10.7, 18.6, 2
NA, 8, 17.5, 1.8
NA, 8, 16.6, 0
NA, 9, 17.9, 0
NA, 8.8, 13.2, 0
NA, 7.9, 18.2, 4.6
NA, 9.2, 19.7, 0
NA, 9.4, 19.9, 0
NA, 10.4, 18.7, 0
NA, 10.3, 16.8, 0.2
NA, 7, 18.8, 0
NA, 10, 22.5, 0
NA, 11.6, 25.7, 0
NA, 17.3, 29.6, 0
NA, 14.4, 19.9, 0
NA, 12.7, 29.8, 0
NA, 15.3, 18.2, 0.1
NA, 11.6, 21.5, 0
NA, 14.8, 18.6, 0
NA, 12.4, 28.1, 0
NA, 13.8, 25.3, 0
NA, 13.6, 26.3, 0
NA, 14.5, 23.7, 0
NA, 15.6, 22, 0
NA, 15.4, 19.5, 0.2
NA, 14, 21.4, 0
NA, 15, 20.6, 0
NA, 12.6, 25.9, 0
NA, 11.5, 23.1, 0
NA, 11.6, 23.6, 0
NA, 11, 20.2, 0
NA, 12.8, 17.8, 1.2
NA, 11.8, 21.6, 0
NA, 10.7, 21, 0
NA, 11.8, 24.7, 0
NA, 18.8, 31.6, 0
NA, 20.5, 34.3, 0
NA, 25.6, 28.7, 0
NA, 11.2, 19.3, 0.4
NA, 11.2, 24.3, 0
NA, 12.6, 23.9, 0
NA, 15, 30, 0
NA, 15.6, 21.8, 0
NA, 13.8, 26.1, 0
NA, 17.3, 21.3, 0
NA, 15.4, 18.8, 4.6
NA, 15.6, 21.2, 5
NA, 16.2, 22.6, 0
NA, 16.5, 24.3, 0
NA, 15.9, 20.2, 0.4
NA, 14.5, 19.4, 0
NA, 14, 19.8, 0
NA, 12.6, 15.6, 21.6
NA, 13.4, 17.5, 43.8
NA, 13.8, 20.9, 69
NA, 14.2, 19.6, 4.2
NA, 13.6, 19.2, 51.8
NA, 14, 18.2, 5
NA, 14.2, 18.7, 0
NA, 12.5, 25.3, 0
NA, 15.6, 22.7, 0
NA, 15.6, 24, 0
NA, 17.8, 26.3, 0
NA, 17.3, 22.6, 0
NA, 18.3, 23.3, 0
NA, 17.8, 19.3, 1.4
NA, 16.7, 18.8, 7
NA, 16, 20, 10
NA, 16.5, 22.2, 54.8
NA, 17.8, 25.5, 0
NA, 16.6, 21.8, 4.6
NA, 16.2, 21.6, 0
NA, 15, 19, 4.4
NA, 13.8, 21.1, 1
NA, 15.5, 23.6, 0
NA, 18.4, 28.1, 3.8
NA, 16.4, 25.8, 0
NA, 14.3, 23, 0
NA, 15.4, 20.1, 0.6
NA, 12, 20.6, 3
NA, 14.4, 20.1, 0
NA, 13.5, 18.6, 1.8
NA, 9.1, 18.7, 12.8
NA, 11.3, 22.1, 0
NA, 15.1, 20.6, 0
NA, 17.6, 22.3, 0
NA, 16, 22.4, 0
NA, 16.8, 20.9, 1.8
NA, 16.9, 23.4, 4.4
NA, 15.7, 23.6, 0.6
NA, 18.3, 21.8, 0
NA, 18, 22.9, 8.8
NA, 17.6, 22.6, 0
NA, 18.5, 23.6, 0
NA, 18.3, 22.7, 5.8
NA, 16.9, 24.1, 0
NA, 18.8, 22.5, 0
NA, 19, 24.4, 0
NA, 20.4, 29.6, 0
NA, 17.6, 23.7, 0
NA, 19.2, 38.8, 0
NA, 18.5, 27.3, 0
NA, 20.6, 35.7, 0
NA, 16.7, 28, 0
NA, 19.4, 25.7, 0
NA, 17.6, 22.2, 0.2
NA, 16.6, 28.5, 4.4
NA, 21.1, 31.9, 0
NA, 22.4, 25.1, 12.4
NA, 14.3, 20.2, 38.4
NA, 14.7, 21.5, 0.4
NA, 14.3, 21.8, 0
NA, 16.4, 23.3, 0
NA, 18.1, 25.3, 0
NA, 20.6, 28, 0
NA, 18.7, 21.6, 1.8
NA, 18.6, 23.2, 0
NA, 19.6, 24.8, 0
NA, 21.1, 22.3, 0.2
NA, 17.4, 21.6, 5.6
NA, 17.8, 20.3, 1.6
NA, 16.8, 24.2, 9.8
NA, 18.2, 24.8, 1
NA, 19, 25.5, 0
NA, 19, 24.8, 0
NA, 20.4, 24.4, 0.6
NA, 19, 25, 0
NA, 20.6, 29, 0
NA, 19.4, 24.2, 0
NA, 19.8, 25.6, 0.2
NA, 20.7, 27.4, 0
NA, 20.7, 23.9, 0
NA, 20.4, 22.8, 0
NA, 21.5, 29.6, 0.4
NA, 19.3, 23.5, 0
NA, 17, 24.7, 0
NA, 18.8, 25.2, 0
NA, 19.5, 27.2, 0
NA, 21.1, 29.7, 0
NA, 21.8, 28, 0
NA, 18.8, 23.7, 3.8
NA, 20.2, 23.8, 0
NA, 18.6, 22.5, 11
NA, 18.8, 25.6, 26.6
NA, 21.7, 24.6, 4.8
NA, 20.5, 25.8, 4.8
NA, 21.3, 26.9, 0.2
NA, 22, 29.2, 0
NA, 23.4, 30.6, 0
NA, 21, 24, 0
NA, 20.1, 29.2, 0
NA, 23.5, 34.1, 0
NA, 22, 29.5, 0
NA, 19, 23, 0.2
NA, 17.5, 24.2, 0
NA, 17.7, 26.5, 0
NA, 20.9, 30.7, 0
NA, 21.4, 23.5, 0
NA, 18.9, 21.7, 21.2
NA, 16.4, 25.3, 0
NA, 18.3, 24.4, 0.2
NA, 16.9, 26, 0
NA, 19.3, 23.2, 0
NA, 16.5, 24.4, 0
NA, 17.6, 26.5, 0
NA, 19, 28.3, 0
NA, 21.4, 37.9, 0
NA, 20.2, 25.3, 0.4
NA, 20.9, 28.1, 0
NA, 21.5, 27.5, 0.4
NA, 22.5, 26.2, 0
NA, 20, 27.5, 0
NA, 21.5, 27.7, 0
NA, 21.6, 36, 0
NA, 21.6, 27.5, 0
NA, 21.5, 27.9, 0
NA, 19.8, 25.5, 0
NA, 21.4, 27.4, 0
NA, 22.6, 28.5, 0
NA, 18.7, 26.4, 0
NA, 19.1, 26.6, 0
NA, 19, 23.8, 1.4
NA, 20.6, 24.9, 0
NA, 20.2, 27.5, 0.4
NA, 18.4, 21.4, 2.2
NA, 16.2, 24.9, 0
NA, 18.4, 31, 0
NA, 19.8, 23.8, 0.8
NA, 18, 24.4, 2
NA, 18.8, 21.4, 16.6
NA, 18.5, 25.6, 14.6
NA, 19.6, 25.5, 0.6
NA, 20.1, 27.5, 0
NA, 20.8, 30.2, 0
NA, 15.8, 19.6, 6
NA, 15.6, 22.3, 22
NA, 18.1, 24, 0
NA, 15.9, 25.4, 0
NA, 17.4, 24.5, 0
NA, 19.8, 23.6, 2.4
NA, 20.6, 25.5, 33
NA, 19.8, 26.1, 0
NA, 19, 25.5, 0
NA, 19.8, 22.2, 7.8
NA, 16.3, 24.7, 0
NA, 15.6, 23.3, 0
NA, 17.8, 23.2, 5.8
NA, 18.6, 26.5, 11.6
NA, 20.2, 30.4, 0
NA, 21.2, 26, 0
NA, 16.2, 23.3, 39.8
NA, 17.9, 24.6, 0
NA, 18.5, 24.7, 0
NA, 19.8, 24.5, 0.4
NA, 15.3, 24.7, 1.4
NA, 15.7, 19.5, 0
NA, 17.2, 22.5, 18
NA, 16, 23.6, 0.4
NA, 16.2, 28.7, 0
NA, 17.6, 23.5, 0
NA, 18.8, 20.8, 0
NA, 15.1, 25.4, 0.6
NA, 15, 22.4, 0
NA, 14.4, 23, 0
NA, 17.3, 22.3, 0
NA, 14.4, 21.5, 1.2
NA, 13.4, 22.8, 0.6
NA, 16.5, 22.6, 1.6
NA, 14.4, 22.2, 0
NA, 16.1, 23.2, 3.2
NA, 15.6, 23.4, 0
NA, 16.3, 23.3, 0
NA, 15.6, 25.6, 0
NA, 17, 20, 1.6
NA, 15.6, 21.3, 0.4
NA, 16.3, 21.7, 0.6
NA, 14.3, 22.1, 6.4
NA, 14.7, 22.4, 0
NA, 14.3, 24, 0
NA, 13.8, 24.2, 0
NA, 15.2, 28.4, 0
NA, 19, 28.1, 0
NA, 17.1, 26.3, 0
NA, 14.6, 22.6, 0
NA, 10.6, 18.3, 0
NA, 11.1, 20.3, 0
NA, 10.2, 20.8, 0
NA, 11.6, 20, 0
NA, 11.8, 20.7, 7.6
NA, 12, 21.7, 4.8
NA, 14.2, 24.5, 0
NA, 13.4, 26.2, 0
NA, 16, 25, 0
NA, 15.1, 23, 0
NA, 11.8, 20.7, 0
NA, 9.6, 20.7, 0
NA, 9.6, 22.9, 0
NA, 13, 21.3, 0
NA, 9.4, 20.7, 0
NA, 13.1, 19.7, 0
NA, 11, 18.4, 0
NA, 9.7, 21, 0
NA, 10.2, 23.1, 0
NA, 10.7, 23.2, 0
NA, 10.6, 24.8, 0
NA, 14, 24.1, 0
NA, 12.6, 21.4, 0
NA, 11, 19.2, 0
NA, 6.8, 16.5, 0
NA, 6.5, 18.8, 0
NA, 6.8, 19.1, 0
NA, 7.3, 19.6, 0
NA, 9.1, 21.3, 0
NA, 10.3, 22.6, 0
NA, 11.6, 23, 0
NA, 14.2, 19.5, 0.6
NA, 14.5, 23.7, 0.6
NA, 13.1, 20.6, 0
NA, 8.3, 15.8, 12.6
NA, 7.7, 17.6, 0
NA, 7.1, 11.5, 0.4
NA, 9.5, 15.2, 30
NA, 10.5, 16.2, 13.8
NA, 11.4, 16.7, 1.2
NA, 9.2, 17.6, 1.2
NA, 9.2, 17.5, 0
NA, 10.8, 16.2, 13
NA, 10.4, 17.7, 11.9
NA, 9.5, 17.8, 0.2
NA, 10.4, 19.2, 0
NA, 10.4, 17.7, 0
NA, 11, 16.7, 4.8
NA, 12.2, 18.2, 15.8
NA, 10.6, 18.5, 0.6
NA, 7.8, 18.4, 0
NA, 7.5, 18.3, 0
NA, 7.3, 16.4, 0
NA, 6.1, 16.6, 0
NA, 5.9, 14.4, 0.8
NA, 7.7, 16.2, 0
NA, 7.8, 16.3, 0
NA, 6.8, 14.7, 0
NA, 8.5, 14.2, 0.4
NA, 8.8, 17.7, 0.6
NA, 6.5, 17, 0
NA, 8.2, 17.3, 0
NA, 6.2, 16.8, 0
NA, 6.4, 16.5, 0
NA, 8.2, 16.2, 0
NA, 7.9, 15.8, 0
NA, 10.6, 16.7, 0
NA, 9.7, 16.6, 0
NA, 8.7, 18.6, 0
NA, 7.6, 17.7, 0
NA, 7.8, 16.8, 0
NA, 5.8, 16, 0
NA, 8.1, 16.5, 0
NA, 9.9, 17.3, 21
NA, 8.9, 17.4, 6.8
NA, 9.1, 14.4, 1.6
NA, 8.8, 15.4, 18.4
NA, 9.5, 15.5, 16.2
NA, 10.2, 14.2, 14.6
NA, 10.1, 14.7, 27
NA, 5.2, 17, 0
NA, 6.4, 15.6, 0
NA, 6.9, 13, 0
NA, 5.8, 12.2, 22.6
NA, 5, 13.9, 18.8
NA, 4.1, 12, 0
NA, 5.7, 17.4, 1.6
NA, 6.6, 15.8, 1.6
NA, 7.8, 17.9, 0.2
NA, 6.8, 17.4, 0
NA, 8.5, 15.6, 2.8
NA, 7.4, 18.4, 0
NA, 9.9, 14.2, 0
NA, 8.1, 13.6, 0
NA, 8, 16.8, 0
NA, 7.8, 18.3, 0
NA, 6.9, 17.7, 0
NA, 7.5, 22.7, 0
NA, 9.3, 17.2, 0
NA, 8.8, 17, 0
NA, 8.1, 17.4, 0
NA, 9, 17.1, 3.6
NA, 8, 16.9, 0
NA, 8.8, 20.4, 0
NA, 9.4, 22.7, 0
NA, 10, 20.3, 0
NA, 11.9, 22.2, 0
NA, 9.5, 18.1, 0
NA, 8, 18.2, 0
NA, 7.8, 19, 0
NA, 11.7, 15.2, 18
NA, 8.9, 16.7, 3.2
NA, 9.1, 17.5, 0.2
NA, 9, 18.5, 0
NA, 8.7, 20.9, 0
NA, 8.9, 21.7, 0
NA, 9.9, 19.5, 0
NA, 11, 20.3, 0
NA, 10.8, 24.2, 0
NA, 11.7, 25.6, 0
NA, 12.9, 20.5, 0
NA, 12.9, 23.9, 0
NA, 10.8, 22.3, 0
NA, 12.4, 20.8, 0.2
NA, 11.8, 29, 0
NA, 16, 19.1, 0
NA, 13.5, 20, 4.2
NA, 12.2, 25.9, 0.2
NA, 15.4, 25.8, 0
NA, 10.5, 17.6, 0
NA, 8.1, 18.5, 0
NA, 10.5, 21.6, 0
NA, 9, 19.5, 0
NA, 8.4, 19.6, 0
NA, 12.4, 21.4, 0
NA, 6.6, 15.8, 0
NA, 8.7, 17.3, 0
NA, 7.8, 17, 0
NA, 8, 18.7, 0
NA, 10.7, 18.4, 0
NA, 10.4, 17.6, 0
NA, 10.8, 21.5, 0.8
NA, 12.9, 26.8, 0
NA, 16.5, 25.2, 0
NA, 12.2, 15.1, 1.2
NA, 10.5, 16.6, 81.8
NA, 11.1, 17.4, 16
NA, 12.1, 17.4, 3.4
NA, 9.1, 16.7, 20
NA, 9.4, 20.8, 0
NA, 10, 24.2, 0
NA, 14, 25.5, 0
NA, 15, 18.2, 1
NA, 13.4, 21.9, 18.2
NA, 11.9, 22.2, 0
NA, 6.7, 14.8, 23
NA, 7.4, 19.7, 0.6
NA, 9.5, 20, 0
NA, 10.9, 25, 0
NA, 14.9, 25.5, 0
NA, 10.8, 17.8, 0.4
NA, 11.8, 19.2, 0.4
NA, 11.8, 22.6, 0
NA, 14.2, 28.9, 0
NA, 13.5, 14.9, 7.4
NA, 11.9, 17.7, 23.8
NA, 13, 19, 5.6
NA, 12.1, 20, 0
NA, 13.3, 22.6, 0
NA, 15, 21.2, 0
NA, 14.5, 18.9, 0.2
NA, 13.3, 21.5, 0.2
NA, 12.1, 17.4, 0.4
NA, 10.3, 19.8, 4
NA, 11.7, 23, 0
NA, 14.8, 22.8, 0
NA, 12.5, 22.6, 0
NA, 11.3, 21.5, 0
NA, 13.3, 21.1, 0
NA, 13.5, 17.7, 2.4
NA, 14, 19.2, 2.8
NA, 12.2, 21.7, 0
NA, 15.7, 25.1, 0
NA, 16.2, 21.7, 0
NA, 15.7, 21.8, 0
NA, 16.2, 31, 0
NA, 14.4, 20.3, 2.8
NA, 13.2, 19.1, 13.8
NA, 12.6, 20, 0
NA, 11.5, 20.5, 0
NA, 12.8, 23.7, 0
NA, 16.2, 26.4, 0
NA, 18.1, 24.6, 0
NA, 17.1, 27.3, 0
NA, 16.2, 22.4, 0
NA, 16.1, 24, 0
NA, 16.2, 32.1, 0
NA, 15.6, 20, 0.2
NA, 12.8, 21.3, 0
NA, 14.2, 22.4, 0
NA, 16, 23.7, 0
NA, 18.4, 26.1, 0
NA, 20.2, 31.6, 0
NA, 17.1, 22.7, 4.6
NA, 17, 25.3, 0.4
NA, 14.2, 21.9, 0
NA, 16.8, 23.7, 0
NA, 18.8, 24.2, 0
NA, 20.4, 24.4, 0
NA, 18.7, 28.5, 0
NA, 18.3, 31.6, 0
NA, 22.7, 41.8, 0
NA, 18.1, 22.1, 0
NA, 16.6, 23.7, 0
NA, 16.7, 20.9, 0
NA, 17.9, 22.7, 0
NA, 18.9, 24.4, 0
NA, 19.8, 31.3, 0
NA, 17.4, 20.5, 0
NA, 17.3, 24.9, 0
NA, 17.8, 23.3, 6.6
NA, 17.4, 23.1, 0
NA, 19.3, 25.9, 0
NA, 19.4, 25.5, 0
NA, 16.4, 26.6, 0
NA, 15.7, 25.3, 0
NA, 17, 23.4, 0
NA, 16.8, 23.5, 0
NA, 15.6, 22.1, 9
NA, 16.8, 24.6, 0.2
NA, 18.5, 27.2, 0
NA, 20.2, 29.5, 0
NA, 23.2, 32.2, 3.8
NA, 18.9, 25.8, 0
NA, 20.7, 25.5, 0
NA, 18.2, 21.1, 0.4
NA, 17, 22.9, 0.4
NA, 16.7, 22.5, 0.2
NA, 16.6, 24.1, 0.4
NA, 18.2, 25.9, 0
NA, 20.2, 31.5, 0
NA, 19.5, 21.7, 0
NA, 16.7, 20.4, 0.2
NA, 17.9, 24.7, 0
NA, 20.4, 26.7, 0
NA, 20.5, 24.7, 0
NA, 20.6, 27.1, 0
NA, 21.9, 27, 0.4
NA, 21.5, 26.7, 1.6
NA, 21.1, 25.5, 0
NA, 17.9, 22.6, 14.6
NA, 17.5, 25, 0
NA, 18.8, 32.9, 0
NA, 18.9, 24.6, 0
NA, 18.6, 25.6, 0
NA, 20.5, 33.5, 0
NA, 25.3, 40, 0
NA, 21.5, 35.6, 0.4
