"Description: ","Standardised Precipitation-Evapotranspiration Index"
"Station: ","sydney"
"Latitude: ","0"
"Longitude: ","0"
"Base period: ","1971 - 2000"
"ClimPACT_version: ","2.0.0"
"Date_of_calculation: ","2017-11-08"
time, spei
2006-10, -1.71962829350429
2006-11, -1.70362193150512
2006-12, -1.70729516673856
2007-01, -1.68543522293565
2007-02, -1.635681218899
2007-03, -1.83835692041375
2007-04, -1.60181575523303
2007-05, -1.72885656317051
2007-06, -0.874379540577521
2007-07, -0.867594624354996
2007-08, -0.596235021453663
2007-09, -0.583453578485586
2007-10, -0.681400021023024
2007-11, -0.608529906112773
2007-12, -0.309363549663178
2008-01, -0.475988492689164
2008-02, 0.0635629353331547
2008-03, 0.138151634216333
2008-04, 0.423538739943871
2008-05, 0.391651800712687
2008-06, 0.315947181838203
2008-07, 0.223380379235252
2008-08, 0.127405881989422
2008-09, -0.0172295329990056
2008-10, 0.068242088411506
2008-11, 0.102264259757185
2008-12, 0.0643959470597889
2009-01, -0.0577571457890391
2009-02, 0.0554087412171263
2009-03, 0.0854241236211758
2009-04, 0.00237694783614241
2009-05, 0.27991533711686
2009-06, -0.434017437034491
2009-07, -0.485920900498058
2009-08, -0.838079033827472
2009-09, -0.889279316837323
2009-10, -0.601735570184819
2009-11, -0.958919483395336
2009-12, -1.0521938905742
2010-01, -1.12873289187828
2010-02, -1.0690074187979
2010-03, -1.09406172311002
2010-04, -1.34902911301865
2010-05, -1.08721598782253
2010-06, -0.985804615253118
2010-07, -0.952221953377331
2010-08, -1.01475491757718
2010-09, -1.09034282650577
2010-10, -1.0789436735923
2010-11, -0.990532307064458
2010-12, -0.907938495461974
2011-01, -0.866351938431545
2011-02, -0.980177465520148
2011-03, -0.757287611618461
2011-04, -0.711999310627283
2011-05, -0.691917914912386
2011-06, -0.694098396873373
2011-07, -0.269637205505205
2011-08, -0.205370247902305
2011-09, -0.0612017636230917
2011-10, -0.399182405353248
2011-11, -0.163919292068827
2011-12, -0.0994681405719394
2012-01, 0.0764663185825684
2012-02, -0.10074048452963
2012-03, 0.340693357901701
2012-04, 0.627803397004232
2012-05, 0.403609349765403
2012-06, 0.569273966118617
2012-07, 0.457192077937991
2012-08, 0.391228442444965
2012-09, 0.340466243779304
2012-10, 0.166164688298684
2012-11, -0.0480369550493611
2012-12, -0.10520681295326
2013-01, 0.00122551445911625
2013-02, 0.378620744211966
2013-03, 0.148157544614323
2013-04, 0.078891504912874
2013-05, 0.0452925404339148
2013-06, 0.475298206165281
2013-07, 0.00136315867530567
2013-08, -0.139750173131286
2013-09, -0.220822766461156
2013-10, -0.319312446632188
2013-11, -0.27013360665003
2013-12, -0.374297351807696
2014-01, -0.676937327096851
2014-02, -0.659881375290004
2014-03, -0.99188370184421
2014-04, -1.14233212723983
2014-05, -1.20069759424673
2014-06, -1.43434682750744
2014-07, -1.55450837095423
2014-08, -1.20421443880473
2014-09, -1.13071221357985
2014-10, -1.08694194980273
2014-11, -1.17498501379676
2014-12, -1.02799107650919
2015-01, -1.00019973525973
2015-02, -1.08115792025819
2015-03, -1.12303172865385
2015-04, -0.824577839041442
2015-05, -0.809659776698196
2015-06, -1.12876188599287
2015-07, -1.11806205949052
2015-08, -1.02573844312126
2015-09, -0.884430864271343
2015-10, -0.89232260238282
2015-11, -1.06051048034532
2015-12, -0.928495503964506
