"Description: ","Standardised Precipitation Index"
"Station: ","sydney"
"Latitude: ","0"
"Longitude: ","0"
"Base period: ","1971 - 2000"
"ClimPACT_version: ","2.0.0"
"Date_of_calculation: ","2017-11-08"
time, spi
1936-01, -99.9
1936-02, -99.9
1936-03, -0.269715171663905
1936-04, -0.578052862123477
1936-05, -1.08152244432578
1936-06, -1.01558154108286
1936-07, -1.38301332324555
1936-08, -1.28893441560729
1936-09, -0.982756271749571
1936-10, -1.11346342726921
1936-11, -1.85879824555863
1936-12, -0.706846965237611
1937-01, -1.03147729453489
1937-02, -0.613074233934249
1937-03, -0.43241586194038
1937-04, 0.142279347709299
1937-05, 0.167271518816121
1937-06, 1.04632501939776
1937-07, 1.45262708526552
1937-08, 1.82010959855879
1937-09, 0.0378859559912415
1937-10, -0.117049188875155
1937-11, -0.380480332086478
1937-12, 0.00371648384722927
1938-01, 0.729436813645727
1938-02, 0.440883504724365
1938-03, -0.162593118600433
1938-04, -1.25210686957956
1938-05, -1.21146966947022
1938-06, -1.06804331808397
1938-07, -0.993422374841189
1938-08, 0.234044901556971
1938-09, 0.807011135806273
1938-10, 0.70430112175181
1938-11, -0.597746041864715
1938-12, -1.03073167088832
1939-01, -1.600863131426
1939-02, -1.67276900691758
1939-03, -0.16550303600525
1939-04, 0.00901428965470112
1939-05, 0.509889472558755
1939-06, -0.840840201811108
1939-07, -1.67000784053907
1939-08, -1.33631897310339
1939-09, -0.122997585874521
1939-10, -0.142543774664073
1939-11, -0.500347269201704
1939-12, -1.19855057221985
1940-01, -2.54578166311314
1940-02, -2.47149865017137
1940-03, -3.35629685762414
1940-04, -1.19743228068372
1940-05, -0.237330426597556
1940-06, 0.0946296130084277
1940-07, 0.183826892719395
1940-08, -0.327443382700664
1940-09, 0.431935291435547
1940-10, -0.0720291017132821
1940-11, -0.224320463642292
1940-12, 0.683573168482773
1941-01, 0.569860846461749
1941-02, 0.280654407272357
1941-03, -1.43620883347629
1941-04, -1.26920485649173
1941-05, -1.31085181528383
1941-06, -0.896198928410246
1941-07, -1.32234394663155
1941-08, -0.726640313616495
1941-09, -0.0504046067112497
1941-10, -0.27548565405008
1941-11, -0.876732310014472
1941-12, -1.23067646776435
1942-01, -2.61568161453158
1942-02, -1.84517256294179
1942-03, 0.875978777290414
1942-04, 0.877003359015242
1942-05, 1.0529225299613
1942-06, -0.928024991894335
