"Description: ","Monthly number of days when TN < 2 °C"
"Station: ","sydney"
"Latitude: ","0"
"Longitude: ","0"
"Base period: ","1971 - 2000"
"ClimPACT_version: ","2.0.0"
"Date_of_calculation: ","2017-11-08"
time, tnlt2, normalised (all years)
1936-01, 0, -99.9
1936-02, 0, -99.9
1936-03, 0, -99.9
1936-04, 0, -99.9
1936-05, 0, -99.9
1936-06, 0, -99.9
1936-07, 0, -99.9
1936-08, 0, -99.9
1936-09, 0, -99.9
1936-10, 0, -99.9
1936-11, 0, -99.9
1936-12, 0, -99.9
1937-01, 0, -99.9
1937-02, 0, -99.9
1937-03, 0, -99.9
1937-04, 0, -99.9
1937-05, 0, -99.9
1937-06, 0, -99.9
1937-07, 0, -99.9
1937-08, 0, -99.9
1937-09, 0, -99.9
1937-10, 0, -99.9
1937-11, 0, -99.9
1937-12, 0, -99.9
1938-01, 0, -99.9
1938-02, 0, -99.9
1938-03, 0, -99.9
1938-04, 0, -99.9
1938-05, 0, -99.9
1938-06, 0, -99.9
1938-07, 0, -99.9
1938-08, 0, -99.9
1938-09, 0, -99.9
1938-10, 0, -99.9
1938-11, 0, -99.9
1938-12, 0, -99.9
1939-01, 0, -99.9
1939-02, 0, -99.9
1939-03, 0, -99.9
1939-04, 0, -99.9
1939-05, 0, -99.9
1939-06, 0, -99.9
1939-07, 0, -99.9
1939-08, 0, -99.9
1939-09, 0, -99.9
1939-10, 0, -99.9
1939-11, 0, -99.9
1939-12, 0, -99.9
1940-01, 0, -99.9
1940-02, 0, -99.9
1940-03, 0, -99.9
1940-04, 0, -99.9
1940-05, 0, -99.9
1940-06, 0, -99.9
1940-07, 0, -99.9
1940-08, 0, -99.9
1940-09, 0, -99.9
1940-10, 0, -99.9
1940-11, 0, -99.9
1940-12, 0, -99.9
1941-01, 0, -99.9
1941-02, 0, -99.9
1941-03, 0, -99.9
1941-04, 0, -99.9
1941-05, 0, -99.9
1941-06, 0, -99.9
1941-07, 0, -99.9
1941-08, 0, -99.9
1941-09, 0, -99.9
1941-10, 0, -99.9
1941-11, 0, -99.9
1941-12, 0, -99.9
1942-01, 0, -99.9
1942-02, 0, -99.9
1942-03, 0, -99.9
1942-04, 0, -99.9
1942-05, 0, -99.9
1942-06, 0, -99.9
1942-07, 0, -99.9
1942-08, 0, -99.9
1942-09, 0, -99.9
1942-10, 0, -99.9
1942-11, 0, -99.9
1942-12, 0, -99.9
1943-01, 0, -99.9
1943-02, 0, -99.9
1943-03, 0, -99.9
1943-04, 0, -99.9
1943-05, 0, -99.9
1943-06, 0, -99.9
1943-07, 0, -99.9
1943-08, 0, -99.9
1943-09, 0, -99.9
1943-10, 0, -99.9
1943-11, 0, -99.9
1943-12, 0, -99.9
1944-01, 0, -99.9
1944-02, 0, -99.9
1944-03, 0, -99.9
1944-04, 0, -99.9
1944-05, 0, -99.9
1944-06, 0, -99.9
1944-07, 0, -99.9
1944-08, 0, -99.9
1944-09, 0, -99.9
1944-10, 0, -99.9
1944-11, 0, -99.9
1944-12, 0, -99.9
1945-01, 0, -99.9
1945-02, 0, -99.9
1945-03, 0, -99.9
1945-04, 0, -99.9
1945-05, 0, -99.9
1945-06, 0, -99.9
1945-07, 0, -99.9
1945-08, 0, -99.9
1945-09, 0, -99.9
1945-10, 0, -99.9
1945-11, 0, -99.9
1945-12, 0, -99.9
1946-01, 0, -99.9
1946-02, 0, -99.9
1946-03, 0, -99.9
1946-04, 0, -99.9
1946-05, 0, -99.9
1946-06, 0, -99.9
1946-07, 0, -99.9
1946-08, 0, -99.9
1946-09, 0, -99.9
1946-10, 0, -99.9
1946-11, 0, -99.9
1946-12, 0, -99.9
1947-01, 0, -99.9
1947-02, 0, -99.9
1947-03, 0, -99.9
1947-04, 0, -99.9
1947-05, 0, -99.9
1947-06, 0, -99.9
1947-07, 0, -99.9
1947-08, 0, -99.9
1947-09, 0, -99.9
1947-10, 0, -99.9
1947-11, 0, -99.9
1947-12, 0, -99.9
1948-01, 0, -99.9
1948-02, 0, -99.9
1948-03, 0, -99.9
1948-04, 0, -99.9
1948-05, 0, -99.9
1948-06, 0, -99.9
1948-07, 0, -99.9
1948-08, 0, -99.9
1948-09, 0, -99.9
1948-10, 0, -99.9
1948-11, 0, -99.9
1948-12, 0, -99.9
1949-01, 0, -99.9
1949-02, 0, -99.9
1949-03, 0, -99.9
1949-04, 0, -99.9
1949-05, 0, -99.9
1949-06, 0, -99.9
1949-07, 0, -99.9
1949-08, 0, -99.9
1949-09, 0, -99.9
1949-10, 0, -99.9
