"Description: ","Standardised Precipitation-Evapotranspiration Index"
"Station: ","sydney"
"Latitude: ","0"
"Longitude: ","0"
"Base period: ","1971 - 2000"
"ClimPACT_version: ","2.0.0"
"Date_of_calculation: ","2017-11-08"
time, spei
1936-01, -99.9
1936-02, -99.9
1936-03, -99.9
1936-04, -99.9
1936-05, -99.9
1936-06, -0.986123568668635
1936-07, -1.28744864754818
1936-08, -1.76577301249916
1936-09, -1.58804331649605
1936-10, -1.74716091787469
1936-11, -1.95132410341513
1936-12, -1.40465079633457
1937-01, -1.62117303548738
1937-02, -1.73540470819876
1937-03, -1.02420031783863
1937-04, -0.412493083175529
1937-05, -0.365599466125886
1937-06, 0.518146859576684
1937-07, 0.921672883768799
1937-08, 1.24655900933537
1937-09, 0.815005595129911
1937-10, 0.946058007831148
1937-11, 1.36566118898313
1937-12, -0.11959857908326
1938-01, 0.331876283519062
1938-02, 0.0303884861604658
1938-03, -0.264987302171058
1938-04, -0.458230973917121
1938-05, -0.53887455914123
1938-06, -1.0499866076427
1938-07, -1.66437800249367
1938-08, -0.810212686745379
1938-09, -0.248698477986334
1938-10, -0.248546373835097
1938-11, -0.450845692655579
1938-12, -0.162080584339222
1939-01, -0.566686391092146
1939-02, -1.79867505688108
1939-03, -0.864513914081501
1939-04, -0.743737867595522
1939-05, -0.647241343981975
1939-06, -0.76109346993774
1939-07, -0.753050106732294
1939-08, -0.141567812113163
1939-09, -0.874908918737233
1939-10, -1.29023073850011
1939-11, -1.34838008176716
1939-12, -1.12737498884808
1940-01, -1.63050182238352
1940-02, -2.01453951802165
1940-03, -2.24948792132088
1940-04, -2.48857294111824
1940-05, -1.90207195483108
1940-06, -1.68291558355747
1940-07, -1.01407421313487
1940-08, -0.549681017487482
1940-09, 0.204458593665349
1940-10, -0.393297039562056
1940-11, -0.800115196148284
1940-12, 0.520003707550464
1941-01, 0.0761898966857489
1941-02, -0.143802468548105
1941-03, -0.681888879912168
1941-04, -0.5041803991164
1941-05, -0.664453769391856
1941-06, -1.60450958277398
1941-07, -1.72893735219544
1941-08, -1.52258805607922
1941-09, -0.918732833214106
1941-10, -1.2951981333804
1941-11, -1.31759691400626
1941-12, -1.09830298507718
1942-01, -1.70733934373613
1942-02, -1.96762364570017
1942-03, 0.0653647183805092
1942-04, -0.080739235991802
1942-05, -0.0621915254093918
1942-06, 0.110891910899471
